name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Astana,2023-01-11,-23.2,-33.3,-28.1,-24.9,-44.8,-38.1,-31.6,72.3,0.193,100,4.17,snow,0.2,35.6,38.5,25.2,241.1,1037.3,68.8,7.1,39.8,3.4,2,10,2023-01-11T09:14:53,2023-01-11T17:29:35,0.64,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-01-12,-17,-29,-22.9,-28.4,-43.2,-35.3,-26.2,74.1,0.386,100,4.17,snow,0.1,36.2,58,43.2,232,1042,83.9,5,39,3.3,2,10,2023-01-12T09:14:15,2023-01-12T17:31:01,0.68,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-01-13,-15,-20.5,-17.2,-22.7,-33.6,-27.5,-20.6,75.2,0.029,100,8.33,snow,0,35.8,57.2,36,239.7,1039.8,74.1,9.3,42.4,3.6,2,10,2023-01-13T09:13:35,2023-01-13T17:32:28,0.71,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-01-14,-11.6,-16,-13.4,-19.3,-27.7,-23.1,-16.5,77.7,0,0,0,,0,35.3,53.3,32.4,234.8,1039.3,76.3,10,53.4,4.7,3,10,2023-01-14T09:12:51,2023-01-14T17:33:57,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-01-15,-12,-17,-14.8,-12.6,-28.4,-23.1,-18.3,74.6,0,0,0,snow,0,32.4,50.4,28.8,242.8,1036.4,90.6,10,50.7,4.3,3,10,2023-01-15T09:12:05,2023-01-15T17:35:28,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"35283099999,35188099999,UACC"
Astana,2023-01-16,-12,-20,-16,-12.3,-28.9,-22.8,-20.4,69.3,0,0,0,,0,31.4,34.6,21.6,229.6,1037.9,28.7,9.8,64.8,5.5,3,10,2023-01-16T09:11:15,2023-01-16T17:37:01,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-01-17,-12.9,-21,-17.3,-15.5,-29.9,-22.1,-22.5,64.5,0,0,0,,0,31.4,22.3,18,236.2,1040.5,28.8,9.2,63.7,5.5,3,10,2023-01-17T09:10:23,2023-01-17T17:38:34,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-01-18,-11.1,-24,-19.2,-14.4,-30.4,-21.9,-23,72,0,0,0,,0,31.4,9,10.8,202,1042.6,18.7,7.5,67.7,5.9,3,10,2023-01-18T09:09:28,2023-01-18T17:40:10,0.88,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-01-19,-12.3,-25,-19.2,-17.5,-33.5,-25.3,-23.8,67.3,0,0,0,,0,31.4,12.2,14.4,231.6,1040,2.7,6.5,69.3,6.1,3,10,2023-01-19T09:08:30,2023-01-19T17:41:46,0.91,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-01-20,-11.5,-21,-16.6,-11.5,-28.7,-20.8,-21.4,66.8,0,0,0,,0,31.1,22.3,14.4,239.3,1039.5,19.5,9.1,67.2,5.7,3,10,2023-01-20T09:07:30,2023-01-20T17:43:24,0.95,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-01-21,-10.7,-22,-17.4,-15.1,-29.9,-22.5,-20.7,75.8,0,0,0,,0,31.3,7.9,14.4,228.2,1044.1,26.9,6.5,71,6.2,3,10,2023-01-21T09:06:27,2023-01-21T17:45:03,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-01-22,-12.9,-23,-18.8,-19.6,-30.1,-25.9,-22.1,75.5,0,0,0,,0,31.3,29.9,21.6,198.3,1043.7,31.4,9.8,67.5,5.9,3,10,2023-01-22T09:05:21,2023-01-22T17:46:43,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-01-23,-11,-20,-14.6,-12.5,-27.5,-21.3,-18.5,72.7,0,0,0,snow,0.3,31.3,38.9,25.2,231.2,1034,84.8,8.9,59.5,5.3,3,10,2023-01-23T09:04:13,2023-01-23T17:48:24,0.05,Partially cloudy,Partly cloudy throughout the day.,snow,"35283099999,35188099999,UACC"
Astana,2023-01-24,-8.1,-14,-10.4,-9,-21.5,-14.9,-12.4,85.5,0.803,100,8.33,snow,0.1,32,22.7,18,257.1,1032.8,94.6,7.7,64.5,5.7,3,10,2023-01-24T09:03:02,2023-01-24T17:50:06,0.08,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-01-25,-14.3,-19,-16.5,-16.5,-28.7,-24.2,-18.7,83.3,0.589,100,8.33,snow,0,32.3,41,21.6,215.6,1033.6,73.6,7.1,62.4,5.5,3,10,2023-01-25T09:01:48,2023-01-25T17:51:49,0.11,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-01-26,-14,-21,-17.7,-22.8,-30.1,-26.9,-20.5,78.7,0.193,100,4.17,snow,0,32.1,55.4,28.8,201.8,1032.7,48.2,8.9,77.7,6.7,4,10,2023-01-26T09:00:33,2023-01-26T17:53:33,0.15,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-01-27,-11,-18,-14.9,-18.8,-29,-24.8,-17.7,79.5,0.193,100,4.17,snow,0,32,59.8,32.4,210.9,1030,29,7.9,79.5,6.9,4,10,2023-01-27T08:59:15,2023-01-27T17:55:17,0.18,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-01-28,-10,-17,-13.7,-18.4,-27.1,-23.1,-16.5,78.9,0,0,0,,0,32,57.6,32.4,211.4,1026,4.4,9.7,81.8,6.9,4,10,2023-01-28T08:57:55,2023-01-28T17:57:02,0.25,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-01-29,-13,-23,-16.3,-19.9,-28.1,-24.1,-18.7,81.9,0,0,0,,0,31.9,43.9,25.2,230.2,1022.7,59.4,8.3,72.6,6.2,3,10,2023-01-29T08:56:32,2023-01-29T17:58:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-01-30,-12.7,-26,-20.5,-12.7,-30.4,-23.9,-23.8,75.1,0,0,0,,0,32.2,20.5,10.8,163.8,1025.3,26.2,9.9,85.5,7.4,4,10,2023-01-30T08:55:07,2023-01-30T18:00:34,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-01-31,-10.2,-26,-19.4,-10.2,-32.3,-22.4,-23.1,72.5,0,0,0,,0,32.2,9.4,10.8,110.9,1024.4,30.9,6.4,82.8,7.2,4,10,2023-01-31T08:53:41,2023-01-31T18:02:21,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-02-01,-10.2,-27,-20,-10.2,-33.9,-22.8,-23.6,73.3,0,0,0,,0,31.9,7.6,10.8,94,1025.9,25.8,5.5,86.7,7.3,4,10,2023-02-01T08:52:12,2023-02-01T18:04:08,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-02-02,-7.6,-23,-16.6,-11.2,-32.5,-23.9,-20.5,72.4,0,0,0,,0,32,34.6,25.2,67.8,1024,10,7.2,88.3,7.6,4,10,2023-02-02T08:50:41,2023-02-02T18:05:55,0.38,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-02-03,-12,-23,-18.4,-20.4,-33.7,-27,-21.4,77.6,0,0,0,,0,31.7,39.6,21.6,61,1021.2,46.9,9.3,79.3,6.9,3,10,2023-02-03T08:49:08,2023-02-03T18:07:43,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-02-04,-10,-22,-15.7,-17.2,-32.4,-24.2,-18.6,78.7,0,0,0,,0,31.9,40,28.8,73,1021.5,84,9.4,84.7,7.3,4,10,2023-02-04T08:47:33,2023-02-04T18:09:31,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-02-05,-6.9,-12,-9.1,-6.9,-19.4,-13.9,-11.1,85.7,0.6,100,8.33,snow,0.2,32.2,30.6,21.6,92,1019.6,97.9,7.2,70.1,6,3,10,2023-02-05T08:45:57,2023-02-05T18:11:19,0.48,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-06,-6,-18,-10.7,-6.3,-26.4,-15.1,-12.5,86.7,1.379,100,8.33,snow,0.5,32.4,10.8,21.6,75.7,1019,94.9,5.7,76.3,6.6,3,10,2023-02-06T08:44:18,2023-02-06T18:13:07,0.5,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-07,-10.7,-23,-17.8,-10.7,-29.9,-25.3,-20.5,79,2.821,100,8.33,snow,0.4,33.9,27.4,21.6,229.1,1025,83.7,7.7,79.8,6.9,3,10,2023-02-07T08:42:38,2023-02-07T18:14:55,0.55,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-08,-15.7,-24,-20.7,-18.1,-32.4,-26.4,-23.6,77.1,0.893,100,8.33,snow,0.2,34.5,28.1,18,75.7,1022.7,92.2,6.2,80.9,7,4,10,2023-02-08T08:40:56,2023-02-08T18:16:44,0.59,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-09,-18,-25,-21.5,-19.5,-32.5,-28,-24.4,77.5,0.397,100,8.33,snow,0,34.4,28.4,18,50.4,1017,72.3,8.2,101,8.6,4,10,2023-02-09T08:39:13,2023-02-09T18:18:32,0.62,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-10,-15,-27,-20.6,-23.6,-35.9,-28.8,-23.5,77.3,0.2,100,8.33,snow,1.8,35,45.7,25.2,200.6,1017.7,76.8,5,80.7,7,4,10,2023-02-10T08:37:28,2023-02-10T18:20:21,0.65,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-11,-13.1,-24,-18.5,-14.7,-34.9,-26.8,-21.7,76.6,2.353,100,8.33,snow,0,36,31,25.2,84.3,1021.8,49,9.5,108.5,9.2,5,10,2023-02-11T08:35:41,2023-02-11T18:22:10,0.69,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-12,-18.5,-25,-21.8,-18.5,-34.9,-28,-24.9,76.1,0.007,100,4.17,snow,0,35.7,27.7,18,231.7,1029.4,49,7.6,105,9.1,4,10,2023-02-12T08:33:53,2023-02-12T18:23:58,0.72,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-13,-14,-24,-17.6,-19.7,-28.9,-24,-20.5,77.9,0.421,100,8.33,snow,0.1,35.9,32.4,21.6,207.6,1031.2,86.2,8.3,102.8,8.9,4,10,2023-02-13T08:32:03,2023-02-13T18:25:46,0.75,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-14,-11.9,-26,-20.7,-15.3,-34.6,-25.9,-24.5,72.4,0,0,0,,0,35.3,25.6,14.4,94.6,1028.1,29.7,7.3,104.2,9.1,5,10,2023-02-14T08:30:12,2023-02-14T18:27:35,0.79,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-02-15,-10.5,-24,-17.9,-12.3,-33.8,-23.8,-21.4,74.8,0,0,0,,0,35.5,22.3,18,87,1022.5,60.7,8.6,93.3,8.1,4,10,2023-02-15T08:28:20,2023-02-15T18:29:23,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-02-16,-14.7,-29,-21.6,-21.1,-38.3,-27.7,-24.7,76.3,0.007,100,4.17,snow,0,35.5,28.4,21.6,70.4,1029.7,25.1,6,121.4,10.4,5,10,2023-02-16T08:26:26,2023-02-16T18:31:11,0.86,"Snow, Partially cloudy",Clearing in the afternoon with afternoon snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-17,-5.9,-23,-14.2,-10.8,-33.7,-21.3,-17.7,75.1,0,0,0,snow,0.3,35.1,40,21.6,113.2,1027.6,55.6,8.7,109.7,9.5,4,10,2023-02-17T08:24:31,2023-02-17T18:32:59,0.9,Partially cloudy,Partly cloudy throughout the day.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-18,-6.2,-16,-10,-6.2,-22.7,-15.9,-12.2,84.1,1.036,100,4.17,snow,2.3,37.5,45.4,28.8,232.4,1023.7,71,8.2,114.9,9.8,5,10,2023-02-18T08:22:35,2023-02-18T18:34:46,0.93,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-19,-10.1,-20,-15.9,-10.1,-27.6,-19.4,-18.4,81,0.482,100,8.33,snow,0.1,37.4,36.4,21.6,173.3,1024.6,80.3,7.5,114.9,9.9,5,10,2023-02-19T08:20:37,2023-02-19T18:36:34,0.96,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-20,-2,-14,-6.8,-8.5,-21.5,-14.1,-9.2,83,0.096,100,4.17,snow,1.4,36.9,61.9,43.2,180.9,1016,94.4,8.6,78.1,6.7,3,10,2023-02-20T08:18:39,2023-02-20T18:38:21,0,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-21,0.4,-5,-1.6,-3.4,-9.5,-6.8,-3,90.1,4.863,100,8.33,"rain,snow",0,37.1,52.9,32.4,198,1014.7,89.8,9.1,127.6,11,5,10,2023-02-21T08:16:39,2023-02-21T18:40:08,0.03,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"35283099999,35188099999,UACC"
Astana,2023-02-22,3,-2,0.4,-2.4,-8.9,-5.9,-2.2,82.7,0,0,0,"rain,snow",0,28.5,72,50.4,179.5,1005.2,79.1,9.6,74.8,6.6,3,10,2023-02-22T08:14:38,2023-02-22T18:41:54,0.06,Partially cloudy,Partly cloudy throughout the day.,wind,"35283099999,35188099999,UACC"
Astana,2023-02-23,1,-3,-0.8,-4.4,-10.6,-7.2,-2.8,86.4,0.771,100,8.33,snow,0.3,23.7,73.1,46.8,202.1,1006.3,91.4,8.1,60.3,5.2,3,10,2023-02-23T08:12:37,2023-02-23T18:43:41,0.1,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-24,-4.6,-13,-7.8,-6.1,-23.8,-15.8,-11.4,75.3,3.988,100,8.33,snow,0,29.6,58.7,46.8,228.2,1013.1,55.6,9.9,141,12.4,5,10,2023-02-24T08:10:34,2023-02-24T18:45:27,0.13,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-02-25,-13,-18,-14.9,-19.5,-28.3,-24.7,-17.8,78.4,0,0,0,,0,32.5,50.8,36,236.5,1025.6,57.7,10,140.5,12.2,5,10,2023-02-25T08:08:30,2023-02-25T18:47:13,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-02-26,-7.9,-15.5,-11.8,-14.7,-26.9,-20.8,-14.7,78.9,0,0,0,,0,32.4,50.8,36,220.6,1039.6,78,10,124.9,10.7,5,10,2023-02-26T08:06:26,2023-02-26T18:48:58,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-02-27,-4,-17,-10.6,-10.2,-22.7,-17.2,-15,70.9,0,0,0,,0,31.8,58.3,28.8,199.3,1037.9,52.8,10,148.2,12.8,6,10,2023-02-27T08:04:20,2023-02-27T18:50:44,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-02-28,-1.8,-10,-5.7,-7.3,-20.3,-14,-9.8,72.7,0,0,0,"freezingrain,snow",0,31,73.8,46.8,210.2,1022.5,81.6,10,103.5,9,5,10,2023-02-28T08:02:14,2023-02-28T18:52:29,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-01,2.5,-2,0.1,-3.2,-10,-6.9,-2.9,80.4,1.928,100,4.17,"freezingrain,snow",0.5,27.8,76.7,54,206.3,1010.1,79.6,7.9,91.9,7.8,4,10,2023-03-01T08:00:07,2023-03-01T18:54:13,0.29,"Snow, Freezing Drizzle/Freezing Rain, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-03-02,2,-2,0.1,-4.3,-9.2,-6.4,-2.4,83.2,0.603,100,8.33,"rain,snow",0.2,18.1,68,46.8,224.9,1005.5,95.2,9.2,121.5,10.6,5,10,2023-03-02T07:57:59,2023-03-02T18:55:58,0.33,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-03-03,-2.5,-8.1,-5.7,-4,-18.5,-12.3,-9.2,76.6,0.289,100,4.17,snow,0.1,24.9,60.5,43.2,246.4,1010.3,75.3,9.1,127.5,10.9,6,10,2023-03-03T07:55:51,2023-03-03T18:57:42,0.36,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-03-04,-4,-10,-6.5,-11.4,-18.4,-15,-9.5,79.8,0,0,0,snow,0,27.1,59.4,46.8,221.8,1021.8,75.8,9.8,132.8,11.5,5,10,2023-03-04T07:53:42,2023-03-04T18:59:26,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-05,-3,-14,-7.8,-3.9,-20.3,-13.3,-10.4,82,0,0,0,snow,1.8,27.6,40.7,21.6,184.1,1013.6,93,8.6,81.3,7.1,4,10,2023-03-05T07:51:32,2023-03-05T19:01:09,0.43,Overcast,Cloudy skies throughout the day.,snow,"35283099999,35188099999,UACC"
Astana,2023-03-06,-1,-5,-3,-2.2,-14,-9.9,-4.6,88.8,0.833,100,8.33,snow,0,28.2,68.4,39.6,221.7,1015.4,95,9.2,161.6,14,6,10,2023-03-06T07:49:22,2023-03-06T19:02:53,0.46,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-03-07,4,-3,0.5,-0.5,-9.3,-5,-0.7,92,0.496,100,8.33,"rain,snow",0,24.1,82.8,57.6,190.1,1006.5,96.8,8.2,49.8,4.3,3,10,2023-03-07T07:47:11,2023-03-07T19:04:36,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"35283099999,35188099999,UACC"
Astana,2023-03-08,1,-6,-2.4,-5.4,-12.4,-8.9,-5.3,80.7,8.855,100,4.17,snow,0.2,14.6,79.2,54,274.2,1014.8,71.5,10,157.6,13.6,6,10,2023-03-08T07:44:59,2023-03-08T19:06:19,0.53,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-03-09,-1,-12,-6.2,-4.7,-17.9,-11.6,-8,87.1,0,0,0,,0,18,41,25.2,205.4,1031.9,44.9,8.8,169.9,14.6,6,10,2023-03-09T07:42:47,2023-03-09T19:08:01,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-10,1.3,-12,-5.1,-0.1,-17.9,-9.4,-8.3,78.5,0,0,0,,0,18.2,41.4,21.6,151.8,1027.5,66.9,10,169,14.6,6,10,2023-03-10T07:40:35,2023-03-10T19:09:43,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-11,2,-2,0.4,-0.1,-6.7,-3.5,-1.5,87.6,0.096,100,4.17,"rain,freezingrain",0.3,15.2,47.5,21.6,188.8,1012.3,97.5,7.4,18.2,1.4,1,10,2023-03-11T07:38:22,2023-03-11T19:11:25,0.63,"Rain, Freezing Drizzle/Freezing Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-03-12,1.3,-4,-0.1,-1.3,-9.9,-4.5,-2.4,85.3,4.531,100,8.33,"rain,freezingrain,snow",0,11.4,33.5,25.2,18.4,1023.7,70.9,6.8,175.1,15.1,6,10,2023-03-12T07:36:09,2023-03-12T19:13:07,0.67,"Snow, Rain, Freezing Drizzle/Freezing Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"35283099999,35188099999,UACC"
Astana,2023-03-13,0.3,-10,-4.1,0,-15.5,-8.6,-7.2,79.6,0,0,0,,0,13.8,32.4,28.8,114.1,1034.1,24,10,194.8,16.8,7,10,2023-03-13T07:33:55,2023-03-13T19:14:49,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-14,2.3,-10,-3.8,-0.7,-11.8,-7.2,-7,78.9,0,0,0,,0,14.1,37.1,18,154.4,1025.6,28.5,10,195.6,16.9,7,10,2023-03-14T07:31:42,2023-03-14T19:16:30,0.74,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-15,0,-6,-3,-4.3,-14.1,-9.6,-6.7,76.4,0.782,100,4.17,snow,2.5,14.3,57.6,36,273.9,1020.4,64,9.7,185.3,15.8,6,10,2023-03-15T07:29:27,2023-03-15T19:18:11,0.75,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"35283099999,35188099999,UACC,remote"
Astana,2023-03-16,-0.7,-5,-3,-4,-12.8,-8.3,-6.3,78.1,0.893,100,4.17,snow,0.2,14.9,53.6,32.4,287.3,1022,88.8,8.7,155.8,13.5,6,10,2023-03-16T07:27:13,2023-03-16T19:19:52,0.81,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-03-17,-1,-6,-3.9,-3.6,-10.7,-7.2,-7.1,79.4,0.011,100,4.17,snow,0,14.8,14.8,14.4,79,1026,73.6,9.5,198.5,17.1,7,10,2023-03-17T07:24:58,2023-03-17T19:21:33,0.84,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-03-18,0,-10,-4.5,0,-14.1,-7,-7.2,82.3,0,0,0,,0,14.5,38.9,21.6,229.2,1026,66.9,5.9,197.1,17,7,10,2023-03-18T07:22:43,2023-03-18T19:23:13,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
