name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Astana,2023-06-11,27,11,20.7,26.2,11,20.6,6.2,44,0.771,100,4.17,rain,0,0,11.5,14.4,145.8,1018.2,21.1,10.1,353.3,30.6,9,10,2023-06-11T04:59:38,2023-06-11T21:28:32,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-06-12,30,13,23.2,28.2,13,22.7,5.9,35.3,0,0,0,,0,0,40.7,25.2,18.1,1017.5,46.4,10,339.5,29.4,9,10,2023-06-12T04:59:20,2023-06-12T21:29:12,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-06-13,25,9,18,25,6,17.9,6.1,47.8,0,0,0,rain,0,0,68.4,46.8,44.7,1017.1,38.3,10,315.7,27.3,8,10,2023-06-13T04:59:06,2023-06-13T21:29:50,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-06-14,22,5,14.4,22,1.9,13.6,1.9,48.1,0,0,0,,0,0,46.8,28.8,68.9,1019.5,8,10,365.4,31.5,9,10,2023-06-14T04:58:54,2023-06-14T21:30:24,0.86,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-06-15,26,5,17.7,26,2.4,17.2,-0.7,33.9,0,0,0,,0,0,22.3,18,91.6,1014.2,23,10,359.9,31.2,9,10,2023-06-15T04:58:46,2023-06-15T21:30:56,0.9,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-06-16,29,12,22.1,27.4,12,21.7,2.5,31,0,0,0,,0,0,28.8,18,274.4,1008.6,54.5,10,352,30.6,9,10,2023-06-16T04:58:41,2023-06-16T21:31:25,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-06-17,30,12,23.3,28.2,12,22.6,5.3,33.8,0,0,0,,0,0,39.6,25.2,267.5,1005.3,60.6,10,225.8,19.5,8,10,2023-06-17T04:58:38,2023-06-17T21:31:51,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-06-18,32.7,15,24.1,30.9,15,23.6,9.5,41.9,0,0,0,,0,0,55.1,31.9,60.4,1002.6,59.7,10,328.7,28.4,9,10,2023-06-18T04:58:39,2023-06-18T21:32:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-06-19,33,15,24.4,31.2,15,23.8,10.1,44.5,12.53,100,4.17,rain,0,0,86.4,50.4,202.4,990,69.5,9.6,273.2,23.6,9,10,2023-06-19T04:58:42,2023-06-19T21:32:35,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-06-20,18,8,13.4,18,4.1,12.8,2.7,52.4,2.964,100,4.17,rain,0,0,64.8,36,260.8,1000.1,83.2,10,323,27.8,9,10,2023-06-20T04:58:49,2023-06-20T21:32:53,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-06-21,20,10.4,15.3,20,10.4,15.3,1.2,40.2,0.014,100,4.17,rain,0,0,64.8,43.2,252.8,1003.8,46.9,10,271.9,23.3,8,10,2023-06-21T04:58:59,2023-06-21T21:33:07,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-06-22,21,6,15.1,21,2.6,14.6,1.7,43,0.004,100,4.17,rain,0,0,50.4,25.2,262.4,1007.9,47.2,10,256.8,22.3,8,10,2023-06-22T04:59:11,2023-06-22T21:33:19,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-06-23,20.1,6,14.2,20.1,2.5,13.8,5.6,57.5,0.7,100,4.17,rain,0,0,52.6,28.8,56.5,1007.4,55.4,9.8,252.4,21.7,9,10,2023-06-23T04:59:27,2023-06-23T21:33:27,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-06-24,17,10,13.9,17,10,13.9,4.2,53.3,4.35,100,8.33,rain,0,0,37.1,21.6,319.1,1012.5,56.7,10,196.1,17.1,5,10,2023-06-24T04:59:45,2023-06-24T21:33:32,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-06-25,22,8,16,22,6.8,15.8,4,49.3,0,0,0,,0,0,11.5,18,201.5,1012.2,51.1,10.6,232.9,20.1,8,10,2023-06-25T05:00:06,2023-06-25T21:33:35,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC,remote"
Astana,2023-06-26,21,12,16.9,21,12,16.9,8.5,58.6,0,0,0,rain,0,0,63.7,39.6,169.1,1003.9,64.3,9.7,125,10.9,6,10,2023-06-26T05:00:30,2023-06-26T21:33:34,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-06-27,21,12,15.2,21,12,15.2,9.8,72.4,1.175,100,8.33,rain,0,0,72,50.4,234.7,993,76.3,9.1,95.2,8.1,7,10,2023-06-27T05:00:57,2023-06-27T21:33:30,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-06-28,22,12,16.6,22,12,16.6,8.2,63.3,0.879,100,8.33,rain,0,0,57.6,32.4,302.8,1002.4,71.3,9.7,132.2,11.5,9,10,2023-06-28T05:01:27,2023-06-28T21:33:24,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-06-29,27,10,19,26.2,10,18.9,6.6,48.9,0.011,100,4.17,rain,0,0,43.2,25.2,267.3,1011.7,37.5,10,287.8,24.7,8,10,2023-06-29T05:01:59,2023-06-29T21:33:14,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-06-30,27,14,20.4,26.4,14,20.4,8.7,48.4,0,0,0,rain,0,0,34.2,21.6,311.2,1010.3,58.9,10,239.3,20.9,9,10,2023-06-30T05:02:34,2023-06-30T21:33:01,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-01,28,11,19.8,26.7,11,19.7,5.4,43,0.145,100,4.17,rain,0,0,25.9,18,62.2,1013.1,37.8,10,350.6,30.3,9,10,2023-07-01T05:03:12,2023-07-01T21:32:45,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-07-02,32,10,23.1,30,10,22.3,6.2,38.2,0,0,0,,0,0,50.8,21.6,131.7,1010.5,53.3,10,323.2,28,9,10,2023-07-02T05:03:52,2023-07-02T21:32:26,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-03,34,17,26.5,31.5,17,25.6,4.9,27.3,0,0,0,,0,0,59.4,28.8,158.9,1005.5,54.4,10,279.3,24.1,8,10,2023-07-03T05:04:35,2023-07-03T21:32:04,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-04,31,18,24.7,29.5,18,24.2,11.2,46.1,0.096,100,4.17,rain,0,0,36.7,32.4,251.7,1004.3,68.3,9.3,306,26.5,9,10,2023-07-04T05:05:20,2023-07-04T21:31:39,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-07-05,29,18,24.3,27.8,18,23.8,9.6,43.1,9.819,100,8.33,rain,0,0,54,36,72,1007.7,44,10,332.4,28.7,9,10,2023-07-05T05:06:07,2023-07-05T21:31:11,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-07-06,30,16,24.2,28.6,16,23.8,9.2,39.7,0,0,0,,0,0,47.9,36,48.6,1011,46.1,10,208.3,18.2,8,10,2023-07-06T05:06:57,2023-07-06T21:30:40,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-07,28.9,16.9,23.3,28.3,16.9,23.3,13.3,54.9,0,0,0,,0,0,34.6,25.2,6.5,1010.8,40.2,10,209,18.1,8,10,2023-07-07T05:07:49,2023-07-07T21:30:06,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-08,29,16.8,23.5,27.7,16.8,23.2,11.3,51.1,3,100,4.17,rain,0,0,32.4,21.6,354.5,1011.9,46.5,10,299.5,25.9,8,10,2023-07-08T05:08:44,2023-07-08T21:29:29,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-07-09,30,16,23.7,28.5,16,23.3,8.2,39.3,0,0,0,,0,0,20.9,18,18.3,1013.8,59.5,10,310.6,26.7,8,10,2023-07-09T05:09:40,2023-07-09T21:28:49,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-10,33.1,13,25.5,31.4,13,24.8,10.8,43.2,0,0,0,,0,0,12.2,10.8,139.2,1013.8,16.7,10,339.2,29.5,9,10,2023-07-10T05:10:39,2023-07-10T21:28:06,0.75,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-07-11,36,15,28.1,34.3,15,27.4,12.1,41.4,0,0,0,,0,0,12.6,14.4,165.8,1015.1,21.6,10,337.8,29.2,9,10,2023-07-11T05:11:39,2023-07-11T21:27:21,0.77,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-12,37,19,29.9,35.3,19,29,11.2,34.8,0,0,0,,0,0,29.2,21.6,143.3,1014.2,39,10,294.8,25.5,9,10,2023-07-12T05:12:42,2023-07-12T21:26:33,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-13,37.1,23,31.2,35.4,23,30.1,11,30.8,0.011,100,4.17,rain,0,0,46.1,28.8,190.5,1007.8,56.9,10,263.8,22.6,8,10,2023-07-13T05:13:46,2023-07-13T21:25:42,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-07-14,32,18,26.1,30,18,25.5,11.2,43.2,0.036,100,4.17,rain,0,0,46.8,28.8,300.9,1001.3,53.8,10,279.6,24,9,10,2023-07-14T05:14:53,2023-07-14T21:24:48,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-07-15,25,14,20.4,25,14,20.4,7.8,46,0.014,100,4.17,rain,0,0,68.4,50.4,244.3,1002.2,66.5,10,173.6,15.1,7,10,2023-07-15T05:16:01,2023-07-15T21:23:52,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-07-16,29,15.4,22.3,27.7,15.4,22.1,10.3,51.2,0.386,100,4.17,rain,0,0,57.6,28.8,278.3,1006.6,49.2,10,302.4,26,8,10,2023-07-16T05:17:10,2023-07-16T21:22:52,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-07-17,34,12,23.3,32.1,12,22.9,11.3,50.6,0,0,0,,0,0,57.6,36,126.3,1010.8,58.2,9.7,231.4,19.9,8,10,2023-07-17T05:18:22,2023-07-17T21:21:51,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-18,35.2,15,26.2,33.3,15,25.5,12,46.2,0.072,100,4.17,rain,0,0,57.6,32.4,144.8,1007.2,67.6,10,174.3,15,8,10,2023-07-18T05:19:34,2023-07-18T21:20:47,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-07-19,30,18.8,24.3,28.6,18.8,24,12.4,50.7,0.963,100,8.33,rain,0,0,57.6,21.6,271,1003.9,54.1,10,271.6,23.5,9,10,2023-07-19T05:20:49,2023-07-19T21:19:40,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-07-20,28.1,18,23.6,27.3,18,23.4,12.1,50,0.033,100,4.17,rain,0,0,54,32.4,250.6,1004.9,51.7,10,172.1,14.9,7,10,2023-07-20T05:22:04,2023-07-20T21:18:31,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-07-21,29,17,21.8,28.6,17,21.7,13.6,61.8,0.867,100,4.17,rain,0,0,57.6,32.4,236.9,1008.1,48.1,9.8,218.6,18.8,8,10,2023-07-21T05:23:22,2023-07-21T21:17:19,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-07-22,29,13.9,21.8,27.5,13.9,21.5,8.2,47.4,0.029,100,4.17,rain,0,0,37.1,21.6,275.3,1012.9,15.4,10,330.1,28.6,9,10,2023-07-22T05:24:40,2023-07-22T21:16:05,0.15,Rain,Clear conditions throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-07-23,32,11,23.1,30.3,11,22.5,8.9,45.1,0,0,0,,0,0,57.6,32.4,220.8,1009.8,47.8,10,200.3,17.3,8,10,2023-07-23T05:25:59,2023-07-23T21:14:49,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-24,28,15,23.2,26.9,15,23,8.6,41.7,0.482,100,4.17,rain,0,0,43.9,28.8,325.2,1007.8,65,10.6,302,26.3,8,10,2023-07-24T05:27:20,2023-07-24T21:13:30,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC,remote"
Astana,2023-07-25,29,15.8,23.2,27.6,15.8,22.8,7.7,39.3,0,0,0,,0,0,23.4,18,341,1009.8,72.6,10.1,302.5,26,9,10,2023-07-25T05:28:42,2023-07-25T21:12:10,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-26,28,14,22,27.2,14,21.9,9.4,46,0,0,0,rain,0,0,34.9,32.4,67.3,1008.5,64.8,10,89.6,7.5,3,10,2023-07-26T05:30:05,2023-07-26T21:10:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-27,28,16,21.9,27.4,16,21.8,13.1,60.7,3.031,100,8.33,rain,0,0,54,32.4,27.9,1007.1,66.4,10,205.6,17.7,7,10,2023-07-27T05:31:29,2023-07-27T21:09:22,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-07-28,30,16,24,28.6,16,23.5,11.8,50.3,0,0,0,,0,0,22.7,18,294.3,1008.4,44,10,292.6,25.4,8,10,2023-07-28T05:32:53,2023-07-28T21:07:55,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-29,32.6,19,26.8,32.1,19,26.5,12.9,43.5,0,0,0,,0,0,45.7,21.6,279.4,1004.6,42.7,10,248.8,21.5,8,10,2023-07-29T05:34:19,2023-07-29T21:06:26,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-30,29.4,18.9,24.4,28.2,18.9,24.1,11.9,47.5,0,0,0,,0,0,45.7,25.2,35.2,1006.8,21.2,10,313,27.2,9,10,2023-07-30T05:35:45,2023-07-30T21:04:54,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-07-31,31,15,24.9,29.5,15,24.3,10.4,43.8,0,0,0,,0,0,31.7,14.4,54.4,1007.1,52,10,219.1,18.8,8,10,2023-07-31T05:37:12,2023-07-31T21:03:21,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-01,33,15,25.8,31,15,25.1,10.3,41.3,0,0,0,,0,0,20.2,14.4,35.1,1005.8,37.5,10,298,25.6,8,10,2023-08-01T05:38:40,2023-08-01T21:01:46,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-02,34,18,26.3,32,18,25.6,10.6,40.2,0,0,0,rain,0,0,54,36,164.4,1002.5,48.8,10,250.8,21.7,8,10,2023-08-02T05:40:09,2023-08-02T21:00:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-03,33.1,17,26.4,31.6,17,25.7,10.6,39.9,0.072,100,4.17,rain,0,0,41,18,313,1003.4,29.8,10,264.3,22.8,8,10,2023-08-03T05:41:38,2023-08-03T20:58:31,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-04,30,18,24.4,28.8,18,24.2,13,51.2,0.578,100,4.17,rain,0,0,30.2,21.6,32.5,1006.5,42.4,10,224.7,19.1,7,10,2023-08-04T05:43:07,2023-08-04T20:56:51,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-05,31,17,24.8,30,17,24.5,13.4,52,0.022,100,4.17,rain,0,0,20.9,18,1.5,1008.8,44.1,10,215.6,18.7,7,10,2023-08-05T05:44:37,2023-08-05T20:55:09,0.62,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-06,30.1,17,23.4,29.3,17,23.2,14.2,59.1,0,0,0,rain,0,0,57.6,21.6,26.2,1006,50.7,9.9,167,14.4,7,10,2023-08-06T05:46:08,2023-08-06T20:53:26,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-07,29,16.3,22.7,27.6,16.3,22.4,10.8,53.2,6.747,100,4.17,rain,0,0,39.6,32.4,63.2,1003.5,46.6,10,298.9,25.9,8,10,2023-08-07T05:47:39,2023-08-07T20:51:40,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-08,29,14,22.1,27.6,14,21.7,6.4,38.9,0,0,0,,0,0,46.4,25.2,64.2,1004.3,43.3,10,285.3,24.7,8,10,2023-08-08T05:49:10,2023-08-08T20:49:54,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-09,31,16.3,24,29.2,16.3,23.4,8.2,38.4,0,0,0,,0,0,42.1,25.2,86.6,1006.8,64.3,10,233.9,20.1,7,10,2023-08-09T05:50:42,2023-08-09T20:48:06,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-10,27,19,22.8,27.1,19,22.8,11.2,49.3,0.782,100,4.17,rain,0,0,50.4,36,69.8,1005.8,56.4,10,201.9,17.2,7,10,2023-08-10T05:52:14,2023-08-10T20:46:16,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-11,19,13.6,15.6,19,13.6,15.6,10.3,72.9,5.024,100,8.33,rain,0,0,57.6,32.4,19.8,1010.7,78.3,9.7,160.2,13.8,6,10,2023-08-11T05:53:47,2023-08-11T20:44:25,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-12,15,11,13,15,11,13,10.3,83.9,2.253,100,12.5,rain,0,0,36,21.6,332.6,1013.5,89.8,9.3,135.8,11.7,6,10,2023-08-12T05:55:19,2023-08-12T20:42:32,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-13,17.3,9,13,17.3,7.3,12.7,4,57.9,2.094,100,8.33,rain,0,0,43.2,25.2,344.3,1016.4,79.6,10,232.3,19.8,7,10,2023-08-13T05:56:52,2023-08-13T20:40:39,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-14,21,9.9,15.9,21,9.5,15.9,4,49.6,0.482,100,4.17,rain,0,0,39.6,25.2,293,1017.1,65.5,10,220.5,19,8,10,2023-08-14T05:58:25,2023-08-14T20:38:44,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-15,22,13,17.8,22,13,17.8,7.6,52.6,0,0,0,rain,0,0,32.8,18,316.7,1013.8,52,10,172.6,14.8,6,10,2023-08-15T05:59:58,2023-08-15T20:36:48,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-16,22.3,11,16.8,22.3,11,16.8,8.3,60.2,0,0,0,,0,0,23,14.4,8.8,1017.4,55.2,10,282.8,24.4,8,10,2023-08-16T06:01:32,2023-08-16T20:34:50,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-17,27,9,19.3,26.4,9,19.3,7.9,51.2,0,0,0,,0,0,18,14.4,252.3,1018.9,57.3,10,196.9,17,7,10,2023-08-17T06:03:05,2023-08-17T20:32:52,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-18,29,12,20.7,28,12,20.5,10,53,0,0,0,,0,0,27,14.4,95.9,1017,47.9,10,164.6,14.1,5,10,2023-08-18T06:04:39,2023-08-18T20:30:52,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-19,31,11,22.6,29.4,11,22.2,9.7,48.7,0,0,0,,0,0,32.4,14.4,26.5,1014.7,48.2,10,271.5,23.6,8,10,2023-08-19T06:06:13,2023-08-19T20:28:51,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-20,31,13,22.3,29.7,13,22,10.6,50.5,0,0,0,rain,0,0,49,28.8,9.8,1012.9,57.5,10,207.6,17.9,8,10,2023-08-20T06:07:47,2023-08-20T20:26:49,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-21,28,14,21.3,27.3,14,21.2,13.6,65.7,0.504,100,4.17,rain,0,0,24.1,18,89.9,1012.7,40.7,10,189.3,16.2,6,10,2023-08-21T06:09:21,2023-08-21T20:24:46,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-22,32,16,25.1,30.3,16,24.5,10.5,44.6,0,0,0,,0,0,40,25.2,247.1,1007.6,43,10,265.3,22.8,8,10,2023-08-22T06:10:55,2023-08-22T20:22:43,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-23,33.8,13,24.8,31.8,13,24,9.1,42.9,0,0,0,,0,0,57.6,21.6,182.1,1005.3,38.2,12.4,222.3,19.3,8,10,2023-08-23T06:12:29,2023-08-23T20:20:38,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC,remote"
Astana,2023-08-24,26,15,19.9,26,15,19.9,14.1,71.4,2,100,8.33,rain,0,0,57.6,28.8,287.5,1001.2,74.7,9.5,147.3,12.8,8,10,2023-08-24T06:14:03,2023-08-24T20:18:32,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-25,21,11.9,16.4,21,11.9,16.4,7.9,61.5,1.097,100,8.33,rain,0,0,33.8,18,330.7,1006,63.1,10,264.9,23.1,8,10,2023-08-25T06:15:37,2023-08-25T20:16:26,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-26,24,10,16.8,24,10,16.8,7.3,56.4,0,0,0,,0,0,34.9,28.8,179.4,1006.6,70,10,187,16.3,6,10,2023-08-26T06:17:11,2023-08-26T20:14:19,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-27,23.4,11,17.2,23.4,11,17.2,9.3,62.1,0,0,0,rain,0,0,57.6,21.6,104.5,1000.3,59,10,178.8,15.4,6,10,2023-08-27T06:18:45,2023-08-27T20:12:11,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-08-28,18,12,14.2,18,12,14.2,10.2,78.1,0.996,100,4.17,rain,0,0,42.8,21.6,228.4,1002.1,60.3,9.7,62,5.4,4,10,2023-08-28T06:20:19,2023-08-28T20:10:02,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-29,22,11,16.6,22,11,16.6,6.3,53.7,0.625,100,8.33,rain,0,0,61.2,43.2,173.5,1005.4,62.9,10,119.8,10.5,6,10,2023-08-29T06:21:53,2023-08-29T20:07:53,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-30,21,10,16.4,21,10,16.4,8.2,59.8,0.096,100,4.17,rain,0,0,55.4,32.4,196.8,999.4,60.7,10,135,11.7,6,10,2023-08-30T06:23:27,2023-08-30T20:05:43,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-08-31,18,7,12.5,18,4.3,11.7,6.6,69.4,0.964,100,4.17,rain,0,0,54,39.6,202.6,1004.5,64,9.9,94.9,8.3,7,10,2023-08-31T06:25:01,2023-08-31T20:03:32,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-09-01,16.1,9,12.6,16.1,6.3,12.5,8.9,79.4,3.928,100,4.17,rain,0,0,57.6,39.6,193.9,1006.7,77.3,9.7,52.6,4.6,2,10,2023-09-01T06:26:35,2023-09-01T20:01:20,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-09-02,19,7,13.5,19,4.9,13.2,9.1,77.7,1.032,100,8.33,rain,0,0,39.6,21.6,194.6,1007.6,76.9,8.2,160.9,13.9,6,10,2023-09-02T06:28:09,2023-09-02T19:59:09,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"35283099999,35188099999,UACC"
